9.000000000000000000e+01,0
9.000000000000000000e+01,1
9.000000000000000000e+01,2
9.000000000000000000e+01,3
9.000000000000000000e+01,4
9.000000000000000000e+01,5
9.000000000000000000e+01,6
9.000000000000000000e+01,7
9.000000000000000000e+01,8
9.000000000000000000e+01,9
9.000000000000000000e+01,10
9.000000000000000000e+01,11
9.000000000000000000e+01,12
9.000000000000000000e+01,13
9.000000000000000000e+01,14
9.000000000000000000e+01,15
9.000000000000000000e+01,16
9.000000000000000000e+01,17
9.000000000000000000e+01,18
9.000000000000000000e+01,19
9.000000000000000000e+01,20
9.000000000000000000e+01,21
9.000000000000000000e+01,22
9.000000000000000000e+01,23
9.000000000000000000e+01,24
9.000000000000000000e+01,25
9.000000000000000000e+01,26
9.000000000000000000e+01,27
9.000000000000000000e+01,28
9.000000000000000000e+01,29
9.000000000000000000e+01,30
9.000000000000000000e+01,31
9.000000000000000000e+01,32
9.000000000000000000e+01,33
9.000000000000000000e+01,34
9.000000000000000000e+01,35
9.000000000000000000e+01,36
9.000000000000000000e+01,37
9.000000000000000000e+01,38
9.000000000000000000e+01,39
9.000000000000000000e+01,40
9.000000000000000000e+01,41
9.000000000000000000e+01,42
9.000000000000000000e+01,43
9.000000000000000000e+01,44
9.000000000000000000e+01,45
9.200000000000000000e+01,46
9.100000000000000000e+01,47
9.000000000000000000e+01,48
8.900000000000000000e+01,49
8.900000000000000000e+01,50
8.900000000000000000e+01,51
9.000000000000000000e+01,52
9.000000000000000000e+01,53
8.800000000000000000e+01,54
8.800000000000000000e+01,55
8.900000000000000000e+01,56
8.900000000000000000e+01,57
8.900000000000000000e+01,58
8.800000000000000000e+01,59
8.600000000000000000e+01,60
8.700000000000000000e+01,61
8.600000000000000000e+01,62
8.700000000000000000e+01,63
8.800000000000000000e+01,64
8.900000000000000000e+01,65
9.000000000000000000e+01,66
9.000000000000000000e+01,67
9.000000000000000000e+01,68
8.900000000000000000e+01,69
9.000000000000000000e+01,70
9.000000000000000000e+01,71
9.000000000000000000e+01,72
8.900000000000000000e+01,73
8.900000000000000000e+01,74
8.800000000000000000e+01,75
8.900000000000000000e+01,76
8.900000000000000000e+01,77
9.200000000000000000e+01,78
9.200000000000000000e+01,79
9.300000000000000000e+01,80
9.200000000000000000e+01,81
9.000000000000000000e+01,82
8.700000000000000000e+01,83
8.300000000000000000e+01,84
8.100000000000000000e+01,85
7.800000000000000000e+01,86
7.700000000000000000e+01,87
7.500000000000000000e+01,88
7.500000000000000000e+01,89
8.100000000000000000e+01,90
8.800000000000000000e+01,91
9.700000000000000000e+01,92
1.000000000000000000e+02,93
9.500000000000000000e+01,94
8.800000000000000000e+01,95
8.200000000000000000e+01,96
7.900000000000000000e+01,97
7.800000000000000000e+01,98
8.100000000000000000e+01,99
8.100000000000000000e+01,100
8.200000000000000000e+01,101
9.000000000000000000e+01,102
1.000000000000000000e+02,103
1.070000000000000000e+02,104
9.800000000000000000e+01,105
9.100000000000000000e+01,106
8.000000000000000000e+01,107
7.300000000000000000e+01,108
8.400000000000000000e+01,109
